shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
R1_1,85,9.966956,76.307616,6.629242236149496
R1_1,86,9.966923,76.307341,6.659582100224183
R1_1,87,9.967013,76.306966,6.701852661269455
R1_1,88,9.967163,76.306684,6.736952574506854
R1_1,89,9.967429,76.306046,6.812826858418139
R1_1,90,9.967675,76.305382,6.890520526820514
R1_1,91,9.967727,76.305092,6.922802407143839
R1_1,92,9.967759,76.304918,6.942187663778458
R1_1,93,9.967769,76.304478,6.990387805824757
R1_1,94,9.967725,76.303764,7.068735591788083
R1_1,95,9.967711,76.303519,7.095612290063489
R1_1,96,9.967699,76.303331,7.1162446116879225
R1_1,97,9.967671,76.302771,7.177652914259151
R1_1,98,9.967611,76.302077,7.253949739836242
R1_1,99,9.967576,76.301465,7.321086844762975
R1_1,100,9.967521,76.300892,7.384137217674996
R1_1,101,9.967456,76.300556,7.421637936941403
R1_1,102,9.967422,76.300448,7.434055271800914
R1_1,103,9.967372,76.300269,7.454431924738851
R1_1,104,9.967305,76.300098,7.474586770928441
R1_1,105,9.967204,76.29984,7.504992239757358
R1_1,106,9.966967,76.299285,7.571241213589128
R1_1,107,9.9668,76.298874,7.619932693469252
R1_1,108,9.966635,76.29845,7.669861110935848
R1_1,109,9.966578,76.298303,7.687162832997049
R1_1,110,9.966542,76.298208,7.69831047203843
R1_1,111,9.966401,76.297837,7.741861359200764
R1_1,112,9.966291,76.297496,7.781158717032021
R1_1,113,9.966206,76.297116,7.8238350140945805
R1_1,114,9.966136,76.296803,7.858986490090897
R1_1,115,9.966061,76.296461,7.897358579183418
R1_1,116,9.965973,76.295994,7.949430771151579
R1_1,117,9.965839,76.295338,8.022802945791653
R1_1,118,9.965741,76.294936,8.06815745357547
R1_1,119,9.965558,76.294153,8.156290804084671
R1_1,120,9.965514,76.293916,8.18270351755615
R1_1,121,9.965397,76.293316,8.24968946653181
R1_1,122,9.965442,76.29272,8.315153357225174
R1_1,123,9.965508,76.292521,8.33814978801718
R1_1,124,9.965574,76.292368,8.356442625654383
R1_1,125,9.965675,76.292209,8.377163393614543
R1_1,126,9.965801,76.292064,8.398340528525395
R1_1,127,9.965941,76.291939,8.419070890289852
R1_1,128,9.966046,76.291868,8.433098676050905
R1_1,129,9.966152,76.291802,8.446925161941845
R1_1,130,9.966323,76.291729,8.467551889265776
R1_1,131,9.966653,76.291608,8.506565748274811
R1_1,132,9.967134,76.291436,8.563270744391277
R1_1,133,9.967593,76.291259,8.617866442755687
R1_1,134,9.968013,76.29108,8.668515892647212
R1_1,135,9.968127,76.291006,8.68356133918861
R1_1,136,9.968248,76.290913,8.700436210442367
R1_1,137,9.968355,76.290805,8.717212851251416
R1_1,138,9.968455,76.290677,8.735105603771991
R1_1,139,9.96855,76.290499,8.757277679359234
R1_1,140,9.968585,76.29039,8.769833356872853
R1_1,141,9.968629,76.290217,8.789401204859521
R1_1,142,9.968637,76.290095,8.802791777554425
R1_1,143,9.968633,76.289861,8.828422458481676
R1_1,144,9.968604,76.289574,8.860018629563184
R1_1,145,9.968554,76.289252,8.895718478588556
R1_1,146,9.968486,76.288784,8.947526880318144
R1_1,147,9.968475,76.288554,8.972745328331548
R1_1,148,9.968491,76.288317,8.99876161463805
R1_1,149,9.968546,76.28801,9.032934837016883
R1_1,150,9.968575,76.28778,9.058329169806306
R1_1,151,9.96859,76.287527,9.086086962927684
R1_1,152,9.968566,76.287063,9.136972576624343
R1_1,153,9.968571,76.28681,9.16468579144435
R1_1,154,9.968614,76.286645,9.183377867114828
R1_1,155,9.968671,76.286476,9.202941287791559
R1_1,156,9.96877,76.286305,9.224664415022344
R1_1,157,9.968856,76.286194,9.240131233684382
R1_1,158,9.968988,76.286071,9.260053348209214
R1_1,159,9.969106,76.285985,9.276204734217808
R1_1,160,9.969224,76.285918,9.2912380726663
R1_1,161,9.969495,76.285821,9.323189588103665
R1_1,162,9.969972,76.285655,9.379258714298361
R1_1,163,9.970207,76.285577,9.40675036377704
R1_1,164,9.970455,76.285524,9.43493097833563
R1_1,165,9.97253,76.285208,9.668241653699443
R1_1,166,9.972912,76.285094,9.712514926337409
R1_1,167,9.973264,76.285013,9.752648219961596
R1_1,168,9.973535,76.284938,9.783881427091265
R1_1,169,9.973782,76.284889,9.811865934720103
R1_1,170,9.974075,76.284824,9.845214682824325
R1_1,171,9.974423,76.284739,9.885014483759608
R1_1,172,9.974764,76.28464,9.924451594440985
R1_1,173,9.975207,76.284534,9.975060367365923
R1_1,174,9.975687,76.284424,10.029776585472808
R1_1,175,9.976187,76.284301,10.086982642314105
R1_1,176,9.976571,76.28419,10.131378204024125
R1_1,177,9.976997,76.284047,10.181268899811402
R1_1,178,9.97759,76.283824,10.251584752725869
R1_1,179,9.977991,76.283676,10.299028373969037
R1_1,180,9.978406,76.283541,10.347484788689009
R1_1,181,9.978772,76.283427,10.39005403302413
R1_1,182,9.979146,76.283308,10.433635096105455
R1_1,183,9.979381,76.283238,10.46086718962028
R1_1,184,9.979602,76.283189,10.486020365868242
R1_1,185,9.979958,76.28313,10.526129658960718
R1_1,186,9.980302,76.283076,10.564835198143538
R1_1,187,9.980772,76.283011,10.617579432119244
R1_1,188,9.980862,76.282999,10.627672904436366
R1_1,189,9.981189,76.282957,10.664323452049741
R1_1,190,9.981493,76.282908,10.698550025343247
R1_1,191,9.981692,76.282867,10.721128787037063
R1_1,192,9.981864,76.282814,10.741115651448073
R1_1,193,9.982139,76.282721,10.77334575773181
R1_1,194,9.982382,76.282654,10.801344651343372
R1_1,195,9.982663,76.282575,10.833766067175505
R1_1,196,9.982954,76.282481,10.86772182373195
R1_1,197,9.983436,76.282309,10.924531399863639
R1_1,198,9.983469,76.282297,10.92842905641252
R1_1,199,9.983925,76.282128,10.982406057336217
R1_1,200,9.984303,76.281985,11.027260328571511
R1_1,201,9.9845,76.281935,11.04983973429699
R1_1,202,9.984715,76.281906,11.073956693201273
R1_1,203,9.984901,76.281901,11.094646224987882
R1_1,204,9.985098,76.281917,11.11662162054559
R1_1,205,9.985302,76.281973,11.140119778612426
R1_1,206,9.985471,76.282052,11.160807549289306
R1_1,207,9.985666,76.282171,11.186105398444745
R1_1,208,9.985774,76.282252,11.201035266893943
R1_1,209,9.98586,76.282324,11.213429464727332
R1_1,210,9.98598,76.282463,11.233671863574362
R1_1,211,9.986103,76.28265,11.258297612025672
R1_1,212,9.986213,76.282872,11.285512474477741
R1_1,213,9.986344,76.283251,11.329498871851122
R1_1,214,9.986529,76.283726,11.385436167838323
R1_1,215,9.986626,76.283925,11.409751828043115
R1_1,216,9.986768,76.284188,11.442597279133778
R1_1,217,9.986942,76.284462,11.478300090298276
R1_1,218,9.987114,76.284707,11.511249065141424
R1_1,219,9.987276,76.28492,11.540720675194565
R1_1,220,9.987501,76.285174,11.578132566648787
R1_1,221,9.987691,76.285359,11.60740360709579
R1_1,222,9.987846,76.285505,11.630912834650516
R1_1,223,9.988059,76.285678,11.661242336198097
R1_1,224,9.98825,76.285824,11.687826042969858
R1_1,225,9.988478,76.285972,11.717916392023557
R1_1,226,9.988762,76.286149,11.754969963517512
R1_1,227,9.989067,76.286333,11.794418736625255
R1_1,228,9.989257,76.286448,11.819014493334407
R1_1,229,9.989504,76.286601,11.851186905359793
R1_1,230,9.989741,76.286763,11.882955102660397
R1_1,231,9.990121,76.287032,11.934464163286249
R1_1,232,9.990386,76.287223,11.970599670564372
R1_1,233,9.990556,76.287349,11.994003047498778
R1_1,234,9.990696,76.287461,12.013821509114955
R1_1,235,9.990822,76.287578,12.03280722846874
R1_1,236,9.990945,76.287706,12.052391410693568
R1_1,237,9.991418,76.288325,12.138188805660723
R1_1,238,9.99146,76.288376,12.145469072139797
R1_1,239,9.99171,76.288699,12.190456839139994
R1_1,240,9.991886,76.288903,12.220156368735097
R1_1,241,9.992345,76.28942,12.296381616191143
R1_1,242,9.992942,76.290042,12.391493652817013
R1_1,243,9.993173,76.290258,12.426411755470335
R1_1,244,9.993584,76.290647,12.48888766821137
R1_1,245,9.993888,76.290937,12.535268576869855
R1_1,246,9.994124,76.291163,12.571339975906323
R1_1,247,9.994436,76.291465,12.619270212002897
R1_1,248,9.994713,76.291734,12.661890053578267
R1_1,249,9.9949,76.291916,12.690692630801411
R1_1,250,9.995221,76.292266,12.743066668516605
R1_1,251,9.995555,76.292668,12.800662230769179
R1_1,252,9.995766,76.292942,12.838751232855353
R1_1,253,9.996096,76.293396,12.90054267486479
R1_1,254,9.996419,76.293864,12.963124221334883
R1_1,255,9.996962,76.294621,13.065678990968408
R1_1,256,9.997397,76.295198,13.145253081070514
R1_1,257,9.997747,76.29564,13.207360872485815
R1_1,258,9.998341,76.296362,13.310383426366748
R1_1,259,9.998828,76.29691,13.391213933626338
R1_1,260,9.99938,76.29753,13.482740047462656
R1_1,261,9.99953,76.297711,13.508644740667247
R1_1,262,9.999664,76.2979,13.53414697923692
R1_1,263,9.999809,76.298118,13.562954028121922
R1_1,264,10.000031,76.298475,13.609188991057309
R1_1,265,10.000513,76.299223,13.707075781732973
R1_1,266,10.000555,76.299288,13.715588988615117
R1_1,267,10.00083,76.299744,13.774142474735445
R1_1,268,10.001013,76.300048,13.813158768301507
R1_1,269,10.001084,76.300192,13.830793481860299
R1_1,270,10.001144,76.300342,13.848522522656008
R1_1,271,10.001202,76.300517,13.868742096379375
R1_1,272,10.00125,76.300704,13.88990375000525
R1_1,273,10.001325,76.301218,13.946803966995414
R1_1,274,10.001391,76.301544,13.983249250770275
R1_1,275,10.001598,76.302575,14.098471625367308
R1_1,276,10.001641,76.302748,14.11801010424388
R1_1,277,10.001682,76.302882,14.133375712287629
R1_1,278,10.001735,76.303022,14.149800165828749
R1_1,279,10.001795,76.303154,14.165720264330705
R1_1,280,10.001879,76.30331,14.185189857006554
R1_1,281,10.001969,76.303447,14.203223638783644
R1_1,282,10.002093,76.303604,14.225261999554455
R1_1,283,10.002253,76.303788,14.252141481747541
R1_1,284,10.002555,76.304069,14.29768844456531
R1_1,285,10.002763,76.304264,14.329167023987367
R1_1,286,10.00297,76.304413,14.357380828902565
R1_1,287,10.003222,76.304572,14.390370784018687
R1_1,288,10.003416,76.304669,14.414415957807844
R1_1,289,10.003505,76.304713,14.425422912997252
R1_1,290,10.003765,76.304814,14.456376951345948
R1_1,291,10.00427,76.304997,14.5159990213047
R1_1,292,10.004463,76.305039,14.537946959327892
R1_1,293,10.004635,76.305062,14.55723763433085
R1_1,294,10.004797,76.305079,14.575347171603948
R1_1,295,10.004976,76.30508,14.595251392189445
R1_1,296,10.005175,76.305064,14.617448468409082
R1_1,297,10.005354,76.305037,14.637570782819411
R1_1,298,10.005514,76.304997,14.655893256361392
R1_1,299,10.005718,76.304938,14.679479176713356
R1_1,300,10.006076,76.304832,14.720944774467338
R1_1,301,10.006171,76.304798,14.732145215996251
R1_1,302,10.006392,76.304721,14.75812563093988
R1_1,303,10.006848,76.304561,14.811772279481989
R1_1,304,10.007032,76.304498,14.833363934906064
R1_1,305,10.007585,76.304302,14.898492834517135
R1_1,306,10.007892,76.304195,14.934584544782265
R1_1,307,10.008464,76.30399,15.002033297102745
R1_1,308,10.008923,76.303819,15.056398339898534
R1_1,309,10.009564,76.303593,15.131848446356832
R1_1,310,10.010278,76.303348,15.215652030966826
R1_1,311,10.01064,76.303233,15.257828457019261
R1_1,312,10.011035,76.303116,15.30358092100286
R1_1,313,10.01133,76.303026,15.337831932426186
R1_1,314,10.01185,76.302871,15.398092987120396
R1_1,315,10.012328,76.302734,15.453320762686511
R1_1,316,10.012697,76.302629,15.49593223960532
R1_1,317,10.012872,76.30257,15.516435831242777
R1_1,318,10.013286,76.302463,15.563938244057532
R1_1,319,10.01359,76.302377,15.599028774034325
R1_1,320,10.013966,76.302276,15.642276165028296
R1_1,321,10.014186,76.302233,15.667188104523603
R1_1,322,10.014319,76.302216,15.68209374633254
R1_1,323,10.014539,76.302209,15.706568669663262
R1_1,324,10.014894,76.302227,15.746092100521224
R1_1,325,10.015197,76.302244,15.779835595547015
R1_1,326,10.015668,76.302271,15.832291861477454
R1_1,327,10.015893,76.302281,15.85733470565574
R1_1,328,10.016087,76.302305,15.879066041407622
R1_1,329,10.016268,76.302346,15.899687003154286
R1_1,330,10.016467,76.302422,15.923327994451695
R1_1,331,10.016685,76.302544,15.951005903720679
R1_1,332,10.016979,76.302734,15.989756044556188
R1_1,333,10.017054,76.302785,15.999792782433572
R1_1,334,10.017358,76.302993,16.04055317147255
R1_1,335,10.017531,76.303112,16.06378776005309
R1_1,336,10.017815,76.303361,16.10550902169401
R1_1,337,10.018002,76.303547,16.13461540421787
R1_1,338,10.018311,76.303875,16.184319639291218
R1_1,339,10.018611,76.30421,16.233901751743193
R1_1,340,10.018645,76.304242,16.239056466698305
R1_1,341,10.018699,76.304293,16.247256514009525
R1_1,342,10.018974,76.304572,16.290481239277312
R1_1,343,10.019225,76.304785,16.326853552834606
R1_1,344,10.019417,76.304919,16.352759020670373
R1_1,345,10.019509,76.304983,16.36515914890806
R1_1,346,10.019874,76.305216,16.413098364286697
R1_1,347,10.020199,76.305414,16.455241470042505
R1_1,348,10.020668,76.305681,16.515028001892997
R1_1,349,10.02112,76.305927,16.572051421959365
R1_1,350,10.021466,76.306129,16.61642988097608
R1_1,351,10.021855,76.306351,16.666047379349592
R1_1,352,10.022231,76.306571,16.714300174823858
R1_1,353,10.022881,76.306958,16.79808348919523
R1_1,354,10.02338,76.307249,16.862068200321634
R1_1,355,10.023804,76.307492,16.916205033335153
R1_1,356,10.02484,76.308094,17.04892927648035
R1_1,357,10.025366,76.3084,17.11633537101338
R1_1,358,10.02558,76.308525,17.143786702425484
R1_1,359,10.026049,76.308791,17.20351952886109
R1_1,360,10.026347,76.308961,17.241526136298333
R1_1,361,10.026771,76.309202,17.29555555272985
R1_1,362,10.027527,76.309647,17.392719801622878
R1_1,363,10.028006,76.309909,17.45321684772113
R1_1,364,10.028555,76.310233,17.523822995442508
R1_1,365,10.028642,76.310282,17.534885196262604
R1_1,366,10.029361,76.310689,17.626416131141816
R1_1,367,10.030253,76.31121,17.740837526675648
R1_1,368,10.031075,76.311693,17.846437481716034
R1_1,369,10.031125,76.311723,17.8528951252043
R1_1,370,10.03125,76.311796,17.86892894582777
R1_1,371,10.032345,76.312448,18.010073558535908
R1_1,372,10.033169,76.31293,18.115811197566085
R1_1,373,10.033506,76.313106,18.157948820083313
R1_1,374,10.033677,76.313202,18.17967522695952
R1_1,375,10.03416,76.313421,18.23849249212939
R1_1,376,10.034537,76.313592,18.284404383370447
R1_1,377,10.035336,76.313954,18.381689985667972
R1_1,378,10.035614,76.314081,18.415585928675757
R1_1,379,10.035831,76.314186,18.442314228654528
R1_1,380,10.036052,76.31428,18.46895668659148
R1_1,381,10.036571,76.314521,18.53241372584953
R1_1,382,10.036628,76.314543,18.53919416413622
R1_1,383,10.036777,76.314603,18.55701719777705
R1_1,384,10.037267,76.31482,18.61645808441289
R1_1,385,10.037626,76.314984,18.660229977035307
R1_1,386,10.038088,76.315191,18.716379776075687
R1_1,387,10.038601,76.315418,18.778602579168325
R1_1,388,10.039446,76.315787,18.88088080683404
R1_1,389,10.039977,76.316018,18.94511464425552
R1_1,390,10.040813,76.31633,19.044152026787692
R1_1,391,10.041326,76.31651,19.10450382233287
R1_1,392,10.041831,76.316663,19.163102923896556
R1_1,393,10.042492,76.316858,19.239641157222067
R1_1,394,10.043111,76.317047,19.311514455224554
R1_1,395,10.043815,76.317255,19.3930413187779
R1_1,396,10.044518,76.317473,19.474774424242383
R1_1,397,10.045288,76.317721,19.564597264007496
R1_1,398,10.046053,76.317975,19.654092241288033
R1_1,399,10.04663,76.318157,19.721275146169763
R1_1,400,10.04736,76.318388,19.806296635528792
R1_1,401,10.048213,76.31865,19.905389078437352
R1_1,402,10.049001,76.318868,19.99620361613695
R1_1,403,10.049654,76.319042,20.07127167182309
R1_1,404,10.050432,76.319257,20.16092699721831
R1_1,405,10.051289,76.319533,20.26089779529897
R1_1,406,10.051924,76.319753,20.33550220462091
R1_1,407,10.052744,76.320059,20.4326426240735
R1_1,408,10.05314,76.320172,20.47838097666558
R1_1,409,10.053613,76.320353,20.534585846310968
R1_1,410,10.05421,76.320619,20.607076904564
R1_1,411,10.054838,76.320924,20.684481268442102
R1_1,412,10.055198,76.321084,20.728176780626605
R1_1,413,10.055388,76.321146,20.75036760173048
R1_1,414,10.055704,76.321223,20.786502452537505
R1_1,415,10.055981,76.321274,20.817805536670512
R1_1,416,10.056582,76.321371,20.885472390212346
R1_1,417,10.057157,76.321458,20.950115207096324
R1_1,418,10.057509,76.321539,20.990247991723564
R1_1,419,10.058222,76.321768,21.073400096943484
R1_1,420,10.058602,76.321898,21.11798703546366
R1_1,421,10.059099,76.322069,21.17633616772246
R1_1,422,10.059574,76.322229,21.231983053463097
R1_1,423,10.059972,76.322373,21.278963114760803
R1_1,424,10.060561,76.322658,21.351510338791414
R1_1,425,10.061072,76.323004,21.41980109699699
R1_1,426,10.061356,76.323254,21.46159158843871
R1_1,427,10.06181,76.323738,21.53477974321093
R1_1,428,10.062045,76.324044,21.577267732878724
R1_1,429,10.06273,76.325154,21.72069268091944
R1_1,430,10.063115,76.325682,21.79262632482531
R1_1,431,10.063456,76.326091,21.851302618414522
R1_1,432,10.063894,76.32654,21.920502160856987
R1_1,433,10.064165,76.32678,21.960483258351903
R1_1,434,10.064724,76.327193,22.037348010388065
R1_1,435,10.065377,76.327571,22.120924178418118
R1_1,436,10.066048,76.327966,22.207163105208338
R1_1,437,10.066801,76.328373,22.30201173825291
R1_1,438,10.067534,76.328833,22.397821859175192
R1_1,439,10.067832,76.329033,22.43753915402917
R1_1,440,10.068341,76.329438,22.509438030322787
R1_1,441,10.068718,76.329791,22.566455137340267
R1_1,442,10.069004,76.330067,22.61032347739226
R1_1,443,10.069512,76.330606,22.692012457936837
R1_1,444,10.070025,76.331109,22.771300329652398
R1_1,445,10.070507,76.331579,22.845599121846078
R1_1,446,10.070827,76.331902,22.89576510445176
R1_1,447,10.0713,76.332394,22.97104925233453
R1_1,448,10.071615,76.332686,23.01847124661536
R1_1,449,10.071797,76.332844,23.045094172900065
R1_1,450,10.072042,76.333023,23.07865336439367
R1_1,451,10.072402,76.333317,23.130019262515948
R1_1,452,10.072795,76.333627,23.185350345481332
R1_1,453,10.07327,76.334003,23.252314912672844
R1_1,454,10.073646,76.334326,23.307073628103076
R1_1,455,10.073989,76.334645,23.358787892313714
R1_1,456,10.074147,76.334807,23.383752364597342
R1_1,457,10.074615,76.335328,23.46096364539758
R1_1,458,10.074976,76.335708,23.518774619289108
R1_1,459,10.075352,76.336094,23.578221065822646
R1_1,460,10.0757,76.336463,23.634161987199136
R1_1,461,10.075998,76.33677,23.681360103086934
R1_1,462,10.076337,76.337154,23.737825241672944
R1_1,463,10.076699,76.337511,23.793931012698174
R1_1,464,10.076943,76.337723,23.8296355584377
R1_1,465,10.077323,76.338006,23.882031573306335
R1_1,466,10.07762,76.338165,23.919363315672072
R1_1,467,10.077912,76.338304,23.955221513358225
R1_1,468,10.07828,76.338448,23.999073141188376
R1_1,469,10.078917,76.338677,24.074210415185245
R1_1,470,10.079388,76.338844,24.129682810777094
R1_1,471,10.079701,76.338954,24.166511449427936
R1_1,472,10.080201,76.339138,24.22564579357005
R1_1,473,10.080931,76.339425,24.312687147776433
R1_1,474,10.081403,76.339598,24.368484033842982
R1_1,475,10.081894,76.339809,24.42776652510194
R1_1,476,10.082464,76.340083,24.497887804381385
R1_1,477,10.082979,76.340335,24.56145236649446
R1_1,478,10.083509,76.340611,24.627680310164486
R1_1,479,10.08416,76.340946,24.708828771295135
R1_1,480,10.084618,76.341193,24.766489880066825
R1_1,481,10.084906,76.341355,24.8030971030942
R1_1,482,10.085209,76.341517,24.841172004629442
R1_1,483,10.085679,76.341802,24.9020389126369
R1_1,484,10.086132,76.342051,24.95931339432323
R1_1,485,10.08635,76.34217,24.986832923924087
R1_1,486,10.086668,76.342361,25.02791285431437
R1_1,487,10.086955,76.342526,25.064583450725713
R1_1,488,10.087301,76.342735,25.10934648607777
R1_1,489,10.087654,76.342948,25.155002347426493
R1_1,490,10.088226,76.343282,25.228367287893533
R1_1,491,10.089006,76.34375,25.329101884928285
R1_1,492,10.089459,76.344026,25.38784060190329
R1_1,493,10.089972,76.344341,25.45449726529518
R1_1,494,10.090513,76.344646,25.523299136903443
R1_1,495,10.091141,76.345014,25.60391754263471
R1_1,496,10.091721,76.345345,25.677893388418457
R1_1,497,10.092257,76.345626,25.744964624252454
R1_1,498,10.092491,76.345724,25.773109301647064
R1_1,499,10.092708,76.345814,25.79917269264726
R1_1,500,10.093171,76.34601,25.85494843840376
R1_1,501,10.093604,76.346155,25.905645133388234
R1_1,502,10.094601,76.346432,26.020579169778827
R1_1,503,10.095034,76.346533,26.069979904345367
R1_1,504,10.095724,76.346612,26.14719039572338
R1_1,505,10.096221,76.346656,26.202663871414806
R1_1,506,10.09658,76.346693,26.242787877428945
R1_1,507,10.096842,76.34672,26.272070547127214
R1_1,508,10.097261,76.346771,26.318994614918523
R1_1,509,10.097526,76.346816,26.348870263573
R1_1,510,10.097843,76.346885,26.38491936715572
R1_1,511,10.098313,76.347018,26.439171309649694
R1_1,512,10.098606,76.347133,26.47409920619325
R1_1,513,10.099007,76.347324,26.523347498989672
R1_1,514,10.099396,76.347528,26.57202724760457
R1_1,515,10.099829,76.347773,26.627141003819112
R1_1,516,10.100109,76.347937,26.663081080440282
R1_1,517,10.100407,76.348117,26.70163348060383
R1_1,518,10.100705,76.348298,26.740241939309705
R1_1,519,10.101057,76.348528,26.786781678027133
R1_1,520,10.101525,76.348847,26.8494521863056
R1_1,521,10.10177,76.348997,26.881261136744595
R1_1,522,10.102215,76.349233,26.93708145297363
R1_1,523,10.102552,76.349383,26.977994099294932
R1_1,524,10.102835,76.349509,27.01235256938191
R1_1,525,10.103108,76.349619,27.045009992010282
R1_1,526,10.103425,76.349725,27.08211971249025
R1_1,527,10.103773,76.349821,27.122217277595173
R1_1,528,10.104224,76.349929,27.17374105239779
R1_1,529,10.104494,76.349983,27.20434016185213
R1_1,530,10.104738,76.350022,27.231805612641153
R1_1,531,10.104999,76.350066,27.261224520137024
R1_1,532,10.105241,76.350091,27.288272539932663
R1_1,533,10.105455,76.350107,27.312132661698886
R1_1,534,10.105686,76.35012,27.337858118010736
R1_1,535,10.105977,76.350114,27.37022255195256
R1_1,536,10.106202,76.350123,27.395260836335478
R1_1,537,10.106474,76.350107,27.425556571565735
R1_1,538,10.106685,76.350087,27.449120664713096
R1_1,539,10.107031,76.350049,27.487818395019804
R1_1,540,10.107361,76.350004,27.52484195480985
R1_1,541,10.107719,76.349941,27.565242780078776
R1_1,542,10.108184,76.349862,27.617666722591803
R1_1,543,10.108589,76.349788,27.66342350716244
R1_1,544,10.108928,76.349716,27.70193383274613
R1_1,545,10.109284,76.349628,27.74267456598142
R1_1,546,10.109549,76.349557,27.773149055205206
R1_1,547,10.11023,76.349325,27.853018285023055
R1_1,548,10.110638,76.349155,27.90205435801026
R1_1,549,10.111057,76.348963,27.95316647928895
